x;y;vx;vy;vz;pitch;roll;yaw
2054.13;-151.56;-32.45;438.8;0.0;64764.0;259.0;19484.0
2022.11;-33.59;-92.98;430.06;0.0;64764.0;65401.0;19950.0
2038.64;76.88;-73.93;433.74;0.0;64764.0;259.0;21618.0
1978.73;184.2;-275.09;343.4;0.0;64764.0;90.0;23940.0
1943.85;300.63;-71.96;434.07;0.0;64764.0;36.0;26886.0
1848.52;375.46;-402.55;177.62;0.0;64764.0;118.0;29186.0
1731.67;414.86;-425.39;112.43;0.0;64764.0;50.0;30374.0
1617.68;457.97;-348.61;268.46;0.0;64507.0;65473.0;33960.0
1511.97;459.96;-415.2;-145.63;0.0;64250.0;119.0;36960.0
1391.79;443.14;-433.1;77.6;0.0;63993.0;65504.0;39002.0
1272.26;441.06;-375.8;-228.85;0.0;64764.0;247.0;42716.0
1196.9;346.48;-319.3;-302.73;0.0;64764.0;65265.0;46624.0
1106.4;266.02;-196.03;-393.92;0.0;64764.0;270.0;48718.0
1090.01;154.88;-69.2;-434.52;0.0;64250.0;65412.0;48968.0
1029.91;49.25;-78.9;-432.87;0.0;64250.0;247.0;50240.0
1016.8;-72.08;-163.02;-408.69;0.0;64250.0;65438.0;52688.0
974.24;-186.05;-86.61;-431.39;0.0;64250.0;127.0;56872.0
1018.72;-289.48;337.81;-281.93;0.0;64507.0;155.0;59210.0
1080.91;-395.05;279.45;-339.87;0.0;64507.0;247.0;60482.0
1182.45;-458.98;394.2;-195.46;0.0;64764.0;49.0;61120.0
1287.2;-493.79;438.71;33.6;0.0;64764.0;270.0;61158.0
1407.69;-490.03;416.28;-142.52;0.0;64764.0;65349.0;61044.0
1528.72;-499.69;408.9;-162.48;0.0;64764.0;65274.0;60064.0
1644.76;-535.81;439.36;23.78;0.0;64764.0;157.0;59048.0
1745.68;-574.28;327.31;-294.05;0.0;64764.0;65322.0;56482.0
1827.1;-668.2;275.68;-342.93;0.0;64507.0;0.0;56090.0
1900.81;-768.36;248.55;-363.07;0.0;64507.0;0.0;55306.0
1970.07;-871.14;250.72;-373.03;171.76;64507.0;65535.0;55306.0
2040.36;-975.81;250.46;-373.23;-94.73;64507.0;65535.0;55306.0
2110.81;-1080.84;245.0;-365.48;0.0;64507.0;65535.0;55306.0
2174.58;-1173.84;257.41;-356.84;0.0;64507.0;32.0;55910.0
2255.27;-1268.95;311.73;-310.52;0.0;64507.0;102.0;58260.0
2362.52;-1309.98;434.98;66.31;0.0;64507.0;223.0;60452.0
2481.93;-1327.84;397.02;-189.66;0.0;64507.0;65444.0;60338.0
2599.06;-1348.22;435.75;61.0;0.0;64507.0;25.0;58902.0
2700.42;-1383.07;316.38;-305.79;0.0;64764.0;65276.0;55240.0
2789.96;-1464.4;412.36;-153.48;0.0;64764.0;172.0;54924.0
2905.64;-1508.37;395.44;-192.95;0.0;64764.0;65479.0;51994.0
2957.7;-1617.97;83.82;-431.94;0.0;64764.0;65447.0;50504.0
3005.27;-1720.1;185.99;-398.76;0.0;64764.0;65276.0;47968.0
3005.55;-1843.6;-47.29;-437.45;0.0;65278.0;0.0;47892.0
2984.28;-1962.49;-121.61;-422.86;0.0;64764.0;65448.0;45616.0
2990.89;-2083.78;-24.88;-439.3;0.0;64250.0;65265.0;42278.0
2946.52;-2197.17;-85.11;-431.69;0.0;64507.0;57.0;39270.0
2867.76;-2287.24;-369.91;-238.24;0.0;64507.0;65443.0;38144.0
2784.08;-2358.3;-282.65;-337.2;0.0;64507.0;65401.0;35394.0
2666.27;-2389.23;-439.96;5.99;0.0;64250.0;65434.0;32026.0
2544.52;-2382.04;-438.75;33.1;0.0;63993.0;65509.0;31628.0
2423.5;-2358.42;-439.86;11.0;0.0;63736.0;270.0;26720.0
2300.65;-2358.69;-402.0;178.89;0.0;63479.0;65288.0;24784.0
2219.6;-2283.11;-357.16;256.97;0.0;63993.0;259.0;20604.0
2110.06;-2225.45;-361.81;250.37;0.0;64507.0;65401.0;19044.0
2067.47;-2112.85;-74.67;433.62;0.0;64764.0;65467.0;17758.0
2051.61;-1990.46;-48.81;437.29;0.0;64764.0;0.0;17500.0
2054.68;-1870.59;112.78;425.3;0.0;64764.0;247.0;17386.0
2053.37;-1758.14;-37.02;438.44;0.0;64764.0;0.0;17386.0
2042.08;-1635.73;-39.29;438.24;0.0;64764.0;0.0;17234.0
2032.6;-1510.73;-28.87;439.05;0.0;64764.0;0.0;17006.0
2025.81;-1388.96;-23.12;439.39;0.0;64764.0;0.0;16930.0
2019.69;-1265.21;-18.06;439.63;0.0;64764.0;0.0;16702.0
2017.36;-1151.01;-3.74;439.98;0.0;64764.0;0.0;16446.0
2016.52;-1024.35;-2.85;448.67;155.03;64764.0;65535.0;16446.0
2015.73;-898.5;-2.76;448.67;-111.43;64764.0;0.0;16446.0
2014.96;-772.41;-2.62;439.99;0.0;64764.0;0.0;16446.0
2014.26;-650.92;-2.54;439.99;0.0;64764.0;0.0;16446.0
2013.62;-540.09;-2.54;439.99;0.0;64764.0;0.0;16446.0
2012.91;-416.68;-2.54;439.99;0.0;64764.0;0.0;16446.0
2012.19;-293.25;-2.53;439.99;0.0;64764.0;0.0;16446.0
2008.63;-170.91;-39.91;438.19;0.0;64507.0;71.0;17878.0
2012.7;-50.33;143.8;415.84;0.0;64250.0;65503.0;21322.0
1969.53;61.17;-251.51;361.03;0.0;64507.0;48.0;23040.0
1957.39;171.32;45.15;437.68;0.0;64250.0;65495.0;23272.0
1930.77;286.68;-322.33;299.51;0.0;64507.0;270.0;27094.0
1837.98;347.95;-379.79;222.17;0.0;64507.0;31.0;27436.0
1754.29;436.53;-251.32;361.16;0.0;64507.0;135.0;29876.0
1636.71;466.84;-438.36;-37.98;0.0;64764.0;150.0;34518.0
1525.05;464.8;-409.66;160.57;0.0;64764.0;65265.0;34518.0
1409.98;496.14;-428.63;-99.36;0.0;65021.0;270.0;37042.0
1297.85;441.57;-359.9;-253.12;0.0;65021.0;114.0;39886.0
1215.64;366.17;-287.81;-332.82;0.0;65021.0;146.0;42888.0
1120.24;292.94;-307.73;-314.48;0.0;65021.0;259.0;45600.0
1072.59;183.05;-127.5;-421.12;0.0;65021.0;43.0;46368.0
1045.76;62.24;-54.28;-436.64;0.0;65021.0;123.0;48720.0
1049.61;-59.74;66.88;-434.89;0.0;64764.0;74.0;51186.0
1054.41;-180.48;-155.47;-411.62;0.0;64250.0;65278.0;51806.0
1075.76;-294.53;244.17;-366.03;0.0;64250.0;177.0;56400.0
1148.18;-380.15;312.39;-309.86;0.0;64507.0;122.0;58356.0
1247.42;-453.12;373.8;-232.11;0.0;64507.0;35.0;59948.0
1352.93;-512.84;418.38;-136.22;0.0;64507.0;247.0;60100.0
1472.39;-525.41;402.71;-177.27;0.0;64507.0;65337.0;60024.0
1582.73;-578.53;436.25;-57.35;0.0;64764.0;259.0;59214.0
1689.01;-602.68;368.66;-240.18;0.0;65021.0;65358.0;58400.0
1782.64;-680.58;313.67;-308.56;0.0;65021.0;65465.0;56988.0
1865.25;-773.5;276.41;-342.34;0.0;65021.0;65491.0;55976.0
1940.33;-871.71;270.11;-358.26;258.5;65021.0;65533.0;55862.0
2016.04;-972.25;269.77;-358.54;-7.99;65021.0;65534.0;55862.0
2086.06;-1065.33;270.1;-358.35;-254.59;65021.0;11.0;56122.0
2170.1;-1155.61;339.97;-279.31;0.0;65021.0;76.0;58842.0
2268.44;-1229.34;361.3;-251.12;0.0;64764.0;78.0;59920.0
2375.35;-1289.9;390.06;-203.6;0.0;64764.0;0.0;60630.0
2484.81;-1343.72;397.58;-188.5;0.0;65021.0;0.0;60944.0
2592.47;-1359.79;431.37;86.72;0.0;65021.0;76.0;59922.0
2713.87;-1341.97;439.8;13.42;0.0;65021.0;65456.0;56808.0
2835.48;-1361.82;416.23;-142.66;0.0;65278.0;65447.0;52958.0
2901.84;-1457.74;117.31;-424.07;0.0;65278.0;65436.0;51326.0
2924.54;-1580.91;51.31;-437.0;0.0;65278.0;65497.0;50144.0
2932.61;-1691.89;14.67;-439.75;0.0;65278.0;0.0;49374.0
2935.48;-1814.8;7.46;-439.94;0.0;65535.0;0.0;49244.0
2959.62;-1933.24;199.88;-391.98;0.0;65535.0;30.0;45954.0
3005.9;-2046.81;113.37;-425.14;0.0;65535.0;65453.0;42708.0
3015.48;-2167.96;-18.29;-439.62;0.0;65535.0;65475.0;39802.0
2960.76;-2267.37;-392.41;-199.02;0.0;65535.0;65288.0;35614.0
2843.43;-2296.96;-436.0;-59.19;0.0;65535.0;65485.0;33894.0
2729.86;-2309.26;-437.8;-43.99;0.0;65535.0;0.0;33802.0
2608.24;-2317.19;-439.99;2.22;0.0;64764.0;65465.0;32198.0
2489.48;-2345.08;-394.83;-194.17;0.0;64507.0;0.0;29252.0
2383.38;-2388.06;-425.63;-111.53;0.0;64507.0;65419.0;25762.0
2260.64;-2390.96;-436.71;53.74;0.0;64764.0;65468.0;22560.0
2185.31;-2303.48;-138.68;417.57;0.0;65278.0;65354.0;18552.0
2128.56;-2199.09;-327.78;293.53;0.0;65535.0;111.0;17768.0
2064.42;-2098.81;-47.29;437.45;0.0;65535.0;65321.0;16226.0
2063.23;-1975.93;5.82;439.96;0.0;65535.0;0.0;16416.0
2061.85;-1862.68;-10.85;439.87;0.0;65535.0;0.0;16700.0
2057.75;-1740.79;-17.22;439.66;0.0;65535.0;0.0;16814.0
2052.48;-1616.51;-20.55;439.52;0.0;65535.0;0.0;16890.0
2046.52;-1494.21;-22.37;439.43;0.0;0.0;0.0;16928.0
2040.29;-1373.37;-22.76;439.41;0.0;0.0;0.0;16928.0
2033.97;-1251.55;-22.77;439.41;0.0;0.0;0.0;16928.0
2027.16;-1126.39;-24.38;439.32;0.0;0.0;0.0;16966.0
2020.95;-1014.73;-24.93;447.99;148.77;0.0;0.0;16966.0
2014.04;-890.54;-24.92;448.0;-114.59;0.0;0.0;16966.0
2007.07;-765.15;-24.43;439.32;0.0;0.0;0.0;16966.0
2002.89;-643.27;-9.86;439.89;0.0;0.0;0.0;16600.0
2000.08;-521.32;-13.38;439.8;0.0;65535.0;0.0;16764.0
1995.57;-398.48;-18.3;439.62;0.0;65535.0;0.0;16888.0
1988.61;-275.26;-26.9;439.18;0.0;65535.0;0.0;17032.0
2022.3;-173.2;253.86;359.38;0.0;65535.0;65466.0;17614.0
2026.64;-52.94;-57.23;436.26;0.0;65535.0;73.0;18280.0
2000.26;69.55;-111.3;425.69;0.0;65021.0;27.0;19206.0
2017.96;189.45;130.69;420.14;0.0;65021.0;69.0;22416.0
1982.57;285.04;-345.8;272.07;0.0;64764.0;246.0;27214.0
1877.82;353.51;-327.17;294.21;0.0;64507.0;65265.0;28420.0
1800.15;428.85;-417.97;137.47;0.0;65021.0;270.0;31680.0
1676.61;445.63;-439.18;26.91;0.0;65021.0;51.0;32526.0
1551.86;448.8;-423.64;118.85;0.0;65021.0;65265.0;34616.0
1433.38;452.89;-408.37;-163.82;0.0;65278.0;149.0;37590.0
1332.26;402.12;-374.65;-230.73;0.0;65021.0;146.0;39790.0
1226.47;342.91;-421.14;-127.44;0.0;64764.0;65516.0;44084.0
1129.4;274.28;-159.38;-410.12;0.0;64764.0;270.0;47676.0
1107.53;162.81;-63.86;-435.34;0.0;64764.0;0.0;47714.0
1043.71;61.22;-269.23;-348.01;0.0;64764.0;82.0;51420.0
1012.33;-52.25;67.26;-434.83;0.0;65021.0;178.0;51966.0
1058.23;-165.47;184.44;-399.48;0.0;64507.0;65401.0;55598.0
1060.08;-287.79;-24.85;-439.3;0.0;65021.0;0.0;56958.0
1107.35;-381.24;339.69;-279.66;0.0;65278.0;173.0;59388.0
1209.93;-451.52;369.56;-238.81;0.0;65278.0;0.0;59630.0
1320.59;-494.57;438.59;35.24;0.0;65278.0;259.0;60058.0
1438.06;-508.75;391.19;-201.41;0.0;65278.0;65390.0;59638.0
1549.83;-557.96;439.76;-14.36;0.0;65278.0;259.0;58858.0
1673.85;-548.86;439.0;29.62;0.0;65278.0;65510.0;57746.0
1769.62;-598.98;313.38;-308.85;0.0;65278.0;65441.0;56828.0
1848.58;-692.43;264.03;-351.97;0.0;65278.0;65502.0;55632.0
1919.82;-793.27;254.56;-370.41;327.48;65278.0;0.0;55404.0
1986.1;-889.9;253.84;-370.91;79.8;65278.0;65533.0;55366.0
2055.36;-992.27;249.16;-374.11;-181.44;65021.0;65517.0;54964.0
2127.77;-1093.53;293.94;-327.41;0.0;65021.0;138.0;57654.0
2217.53;-1177.38;341.11;-277.92;0.0;65021.0;66.0;58854.0
2318.31;-1248.5;370.9;-236.71;0.0;65278.0;30.0;59840.0
2423.81;-1311.61;383.23;-216.19;0.0;65535.0;42.0;60434.0
2529.1;-1336.92;434.41;69.9;0.0;65535.0;151.0;60166.0
2646.48;-1365.19;433.98;-72.57;0.0;65278.0;247.0;58182.0
2769.1;-1373.12;436.63;-54.38;0.0;65278.0;65470.0;55228.0
2852.7;-1454.43;197.5;-393.19;0.0;65278.0;65440.0;53410.0
2919.84;-1554.84;338.7;-280.85;0.0;65278.0;87.0;50734.0
2960.05;-1657.51;104.19;-427.49;0.0;65535.0;0.0;51700.0
2987.66;-1777.27;70.31;-434.35;0.0;65278.0;65426.0;49988.0
2989.41;-1900.39;-36.68;-438.47;0.0;65278.0;65449.0;47666.0
3013.39;-2017.67;-24.3;-439.33;0.0;65278.0;65288.0;44364.0
2969.73;-2131.15;-80.69;-432.53;0.0;65278.0;247.0;41898.0
2950.13;-2249.58;-261.3;-354.02;0.0;65278.0;65276.0;38120.0
2842.71;-2304.98;-419.71;-132.07;0.0;64507.0;65493.0;35710.0
2724.8;-2339.79;-422.44;-123.08;0.0;64507.0;0.0;35748.0
2616.02;-2365.28;-433.92;-72.88;0.0;64507.0;65461.0;33980.0
2494.11;-2375.81;-439.81;-12.85;0.0;64507.0;65484.0;32654.0
2379.0;-2406.66;-437.15;50.04;0.0;64507.0;65288.0;27088.0
2276.66;-2344.17;-318.21;303.88;0.0;64764.0;65383.0;23694.0
2166.84;-2289.48;-388.26;207.0;0.0;65535.0;65401.0;19892.0
2119.05;-2179.8;-76.74;433.25;0.0;65535.0;65447.0;17614.0
2084.17;-2064.09;-287.03;333.49;0.0;65535.0;268.0;17370.0
2049.8;-1950.59;-47.48;437.43;0.0;65535.0;65494.0;17256.0
2039.86;-1837.28;-35.56;438.56;0.0;65535.0;0.0;17218.0
2029.99;-1714.27;-35.07;438.6;0.0;65535.0;0.0;17218.0
2049.41;-1596.66;161.01;409.48;0.0;65535.0;259.0;17218.0
2051.59;-1470.95;-30.73;438.93;0.0;65535.0;0.0;17218.0
2042.83;-1358.02;-34.93;438.61;0.0;65535.0;0.0;17218.0
2033.04;-1235.48;-35.06;438.6;0.0;65535.0;0.0;17218.0
2023.32;-1113.89;-35.06;438.6;0.0;65535.0;0.0;17218.0
2013.07;-985.58;-35.61;448.06;92.35;65535.0;65533.0;17180.0
2004.08;-871.72;-35.18;448.11;-149.06;65535.0;65534.0;17180.0
2000.38;-749.79;-15.8;439.72;0.0;65535.0;71.0;17180.0
1992.22;-628.59;-33.08;438.75;0.0;65535.0;0.0;17180.0
2030.74;-513.47;22.02;439.45;0.0;65535.0;219.0;17180.0
2024.63;-388.78;-32.28;438.81;0.0;65535.0;0.0;17180.0
2015.97;-265.71;17.5;439.65;0.0;65535.0;65401.0;17180.0
2058.51;-164.1;43.97;437.8;0.0;65278.0;259.0;18054.0
2040.47;-42.4;-106.83;426.84;0.0;65021.0;85.0;19582.0
2064.46;75.79;116.75;424.23;0.0;64764.0;51.0;22570.0
2003.1;175.78;-333.24;287.31;0.0;64764.0;71.0;25770.0
1913.23;256.45;-230.12;375.03;0.0;64507.0;65276.0;26980.0
1863.31;367.08;-209.9;386.7;0.0;65021.0;68.0;30596.0
1773.81;424.51;-435.66;61.67;0.0;65021.0;198.0;32488.0
1661.43;466.21;-350.02;266.62;0.0;65021.0;65499.0;33910.0
1560.79;535.77;-381.09;219.92;0.0;65021.0;52.0;36202.0
1445.79;511.34;-392.42;-199.0;0.0;65535.0;58.0;38014.0
1326.32;491.73;-440.0;2.5;0.0;65278.0;66.0;41870.0
1207.31;466.2;-409.44;-161.12;0.0;65278.0;67.0;45652.0
1110.15;397.84;-202.56;-390.6;0.0;65278.0;247.0;46624.0
1081.3;280.74;-67.44;-434.8;0.0;65278.0;27.0;47752.0
1049.08;176.01;-260.67;-354.48;0.0;65278.0;65376.0;49854.0
975.56;75.77;-208.53;-387.45;0.0;65535.0;135.0;51114.0
980.02;-45.77;76.4;-433.32;0.0;0.0;45.0;51228.0
979.08;-168.1;-79.18;-432.82;0.0;65535.0;28.0;55752.0
980.8;-285.1;225.08;-378.07;0.0;65535.0;259.0;58294.0
1072.5;-366.05;359.14;-254.2;0.0;65535.0;38.0;59328.0
1174.59;-433.65;372.32;-234.47;0.0;65535.0;30.0;59920.0
1279.09;-463.11;435.95;59.54;0.0;65535.0;188.0;60074.0
1396.81;-493.65;437.07;-50.67;0.0;65535.0;259.0;60074.0
1517.93;-484.2;424.63;-115.28;0.0;65535.0;65276.0;59264.0
1622.85;-549.28;353.3;-262.26;0.0;65535.0;65511.0;58688.0
1715.92;-628.69;316.83;-305.32;0.0;65535.0;65502.0;57344.0
1797.13;-709.26;318.26;-318.45;182.23;65278.0;65522.0;57104.0
1886.23;-800.14;310.43;-326.05;-86.35;65278.0;65483.0;56116.0
1970.89;-893.15;288.8;-331.94;0.0;65535.0;65519.0;55576.0
2043.49;-991.13;254.95;-358.61;0.0;65535.0;0.0;55576.0
2109.21;-1083.95;254.08;-359.23;0.0;65535.0;0.0;55576.0
2181.18;-1184.82;260.84;-354.35;0.0;65535.0;29.0;56000.0
2270.34;-1271.59;374.81;-230.47;0.0;65535.0;217.0;61194.0
2381.7;-1320.92;424.62;-115.31;0.0;65535.0;124.0;61754.0
2493.56;-1311.71;424.98;-113.95;0.0;65535.0;65276.0;59660.0
2608.56;-1350.53;439.4;22.99;0.0;0.0;245.0;59638.0
2722.09;-1383.95;354.81;-260.21;0.0;65021.0;65353.0;57638.0
2840.75;-1420.03;428.56;-99.68;0.0;64507.0;65490.0;54426.0
2916.22;-1510.29;143.79;-415.85;0.0;64507.0;65387.0;51698.0
2942.24;-1620.92;74.84;-433.59;0.0;64507.0;65475.0;50474.0
2987.7;-1732.17;122.85;-422.5;0.0;64764.0;65265.0;48656.0
2990.19;-1855.72;-21.37;-439.48;0.0;64507.0;65506.0;48474.0
2988.64;-1969.23;112.65;-425.34;0.0;64507.0;259.0;46212.0
2992.93;-2086.93;-188.16;-397.74;0.0;64507.0;65265.0;42772.0
2950.06;-2200.65;-87.24;-431.26;0.0;64507.0;0.0;38990.0
2884.93;-2296.63;-402.92;-176.78;0.0;64507.0;65265.0;35138.0
2774.34;-2324.51;-432.3;-81.97;0.0;64507.0;0.0;34614.0
2652.25;-2350.87;-390.79;-202.21;0.0;63993.0;259.0;34310.0
2541.81;-2398.44;-439.69;16.71;0.0;63993.0;65304.0;30924.0
2420.42;-2381.06;-439.61;-18.38;0.0;63993.0;259.0;29072.0
2311.08;-2381.47;-397.24;189.2;0.0;63479.0;65276.0;25828.0
2215.25;-2306.29;-373.37;232.81;0.0;63736.0;108.0;19592.0
2106.35;-2243.33;-349.58;267.21;0.0;64250.0;65400.0;18356.0
2070.21;-2135.8;-59.29;435.99;0.0;65021.0;65443.0;17242.0
2058.94;-2008.53;-31.54;438.87;0.0;65278.0;0.0;17090.0
2051.55;-1886.79;-23.7;439.36;0.0;65278.0;0.0;16928.0
2057.76;-1776.94;188.55;397.55;0.0;65278.0;65276.0;16966.0
2076.3;-1658.24;-14.95;439.75;0.0;65278.0;46.0;17004.0
2069.03;-1533.1;-35.45;438.57;0.0;65021.0;32.0;17480.0
2054.08;-1410.6;-63.82;435.35;0.0;65021.0;0.0;17946.0
2037.97;-1288.74;-49.79;437.17;0.0;65021.0;0.0;17466.0
2027.29;-1175.52;-33.63;438.71;0.0;65021.0;0.0;17110.0
2018.81;-1051.87;-30.05;448.44;233.4;65021.0;65535.0;17072.0
2010.4;-926.09;-29.9;448.44;-33.06;65021.0;65535.0;17072.0
2002.2;-801.76;-29.23;448.48;-296.42;65278.0;65533.0;17034.0
1994.93;-687.23;-27.38;439.15;0.0;65278.0;0.0;17034.0
1987.12;-561.63;-27.3;439.15;0.0;65278.0;0.0;17034.0
2001.24;-453.44;228.71;375.89;0.0;65278.0;65276.0;17034.0
2021.28;-335.39;-25.29;439.27;0.0;65278.0;53.0;17300.0
2009.15;-212.6;-58.17;436.14;0.0;65278.0;27.0;17970.0
1982.3;-93.36;-137.14;418.08;0.0;65021.0;97.0;20368.0
1947.11;21.73;23.83;439.35;0.0;65021.0;65288.0;20368.0
1978.46;139.45;88.81;430.95;0.0;65278.0;94.0;23640.0
1956.55;253.43;-297.19;324.47;0.0;65278.0;270.0;26404.0
1860.43;328.8;-272.18;345.71;0.0;65021.0;65265.0;28818.0
1774.16;408.87;-421.75;125.39;0.0;64507.0;270.0;31550.0
1662.13;419.31;-439.94;7.18;0.0;64250.0;60.0;33206.0
1544.78;436.86;-373.15;233.15;0.0;64250.0;65316.0;33558.0
1437.18;498.01;-415.79;143.94;0.0;63993.0;103.0;38526.0
1326.15;460.47;-335.21;-285.01;0.0;63993.0;202.0;41596.0
1220.19;402.55;-421.53;-126.14;0.0;63993.0;0.0;44228.0
1110.58;350.89;-327.61;-293.72;0.0;63993.0;146.0;48412.0
1088.71;240.89;-5.22;-439.97;0.0;63993.0;51.0;49334.0
1045.23;128.99;-275.35;-343.19;0.0;64507.0;65471.0;49782.0
1019.85;15.7;81.8;-432.33;0.0;64250.0;196.0;52330.0
1052.24;-103.13;40.22;-438.16;0.0;64250.0;65265.0;52638.0
1022.79;-221.14;-88.09;-431.09;0.0;63993.0;107.0;56706.0
1047.15;-323.35;315.68;-306.51;0.0;63993.0;270.0;60074.0
1151.14;-390.33;385.19;-212.66;0.0;63993.0;45.0;60588.0
1262.69;-447.5;393.08;-197.71;0.0;63993.0;0.0;60686.0
1374.56;-496.47;437.97;-42.18;0.0;64250.0;247.0;60292.0
1489.82;-526.72;379.03;-223.46;0.0;64250.0;65451.0;59482.0
1608.4;-551.04;414.28;-148.24;0.0;64250.0;65265.0;59368.0
1710.81;-589.76;439.59;-18.86;0.0;64507.0;210.0;58420.0
1823.78;-647.93;303.0;-319.05;0.0;64764.0;65352.0;55876.0
1899.65;-745.22;262.06;-353.45;0.0;64764.0;0.0;55778.0
1967.0;-836.61;265.54;-361.64;290.89;64764.0;65534.0;55702.0
2040.79;-937.35;264.58;-362.34;26.48;64764.0;65532.0;55664.0
2110.21;-1042.12;203.75;-400.02;-239.98;64764.0;65412.0;55912.0
2179.27;-1145.51;312.54;-309.71;0.0;64764.0;117.0;58092.0
2262.98;-1219.59;333.89;-286.57;0.0;64764.0;0.0;58206.0
2374.67;-1289.19;399.63;-184.11;0.0;65021.0;104.0;61656.0
2480.92;-1312.87;431.02;88.41;0.0;64764.0;247.0;61482.0
2600.14;-1332.51;397.1;-189.5;0.0;64764.0;65423.0;60078.0
2719.34;-1354.09;439.93;-7.98;0.0;64764.0;65503.0;56722.0
2808.23;-1425.95;207.3;-388.11;0.0;64764.0;135.0;51014.0
2886.5;-1504.78;320.7;-301.26;0.0;65021.0;0.0;49326.0
2945.99;-1604.97;-11.38;-439.85;0.0;65021.0;65265.0;46072.0
2924.34;-1722.48;57.65;-436.21;0.0;65278.0;259.0;46312.0
2975.3;-1833.91;212.3;-385.39;0.0;65021.0;0.0;46388.0
2982.41;-1950.29;-125.27;-421.79;0.0;64764.0;65393.0;45258.0
2946.41;-2068.56;8.71;-439.92;0.0;64764.0;270.0;43156.0
2949.51;-2191.6;-53.76;-436.7;0.0;64764.0;65426.0;38320.0
2907.78;-2309.15;-203.83;-389.93;0.0;65021.0;65470.0;35174.0
2812.34;-2361.68;-436.15;-58.03;0.0;65021.0;65383.0;33234.0
2690.08;-2367.49;-439.93;-7.75;0.0;65021.0;0.0;32906.0
2566.67;-2369.23;-439.96;-5.79;0.0;65021.0;0.0;32906.0
2445.67;-2369.45;-439.93;8.01;0.0;65021.0;0.0;32356.0
2325.47;-2375.96;-410.97;-157.16;0.0;65021.0;174.0;29422.0
2208.83;-2388.27;-383.36;215.94;0.0;65021.0;65276.0;24294.0
2129.9;-2296.75;-223.23;379.16;0.0;65021.0;65426.0;21268.0
2078.59;-2185.25;-144.53;415.58;0.0;65021.0;65437.0;19240.0
2048.02;-2075.72;-105.09;427.26;0.0;65278.0;65493.0;18662.0
2021.21;-1954.27;-78.59;432.92;0.0;65278.0;65449.0;17718.0
2006.65;-1832.22;-42.36;437.95;0.0;65278.0;0.0;17358.0
2019.99;-1720.86;-20.43;439.52;0.0;65278.0;66.0;17244.0
2029.15;-1602.71;214.8;384.0;0.0;65278.0;65276.0;16594.0
2040.25;-1479.21;-13.11;439.8;0.0;65278.0;45.0;17020.0
2033.74;-1356.93;-24.85;439.3;0.0;65278.0;0.0;16944.0
2027.7;-1245.29;-23.48;439.37;0.0;65278.0;0.0;16944.0
2021.25;-1118.65;-21.97;439.45;0.0;65278.0;0.0;16906.0
2015.05;-994.59;-22.37;448.12;182.2;65278.0;0.0;16906.0
2008.8;-869.39;-22.36;448.12;-83.22;65278.0;65535.0;16906.0
2002.99;-753.05;-22.37;448.12;-329.85;65278.0;65535.0;16906.0
1997.04;-629.1;-18.98;439.59;0.0;65278.0;0.0;16792.0
1992.91;-508.21;33.9;438.69;0.0;65278.0;65401.0;16792.0
2028.72;-391.86;14.94;439.75;0.0;65278.0;127.0;16792.0
2026.33;-280.1;-15.97;439.71;0.0;65278.0;0.0;16792.0
2019.82;-157.85;-39.92;438.19;0.0;65021.0;48.0;17710.0
1997.69;-37.09;-79.57;432.75;0.0;65021.0;65400.0;20620.0
2025.44;82.32;60.52;435.82;0.0;65021.0;259.0;20726.0
1979.92;195.25;-259.78;355.12;0.0;65278.0;147.0;23906.0
1898.77;286.66;-198.24;392.81;0.0;65278.0;65276.0;25502.0
1864.67;406.65;-149.84;413.7;0.0;65278.0;81.0;29122.0
1801.63;498.37;-386.94;209.46;0.0;65278.0;281.0;32744.0
1681.93;506.19;-438.66;-34.31;0.0;65278.0;69.0;34074.0
1559.85;488.23;-433.93;-72.83;0.0;65535.0;0.0;34530.0
1438.18;467.55;-433.6;-74.74;0.0;65278.0;0.0;34656.0
1318.72;440.8;-424.54;-115.6;0.0;65021.0;41.0;35898.0
1206.98;394.37;-372.96;-233.46;0.0;65278.0;214.0;40122.0
1122.27;305.85;-240.8;-368.26;0.0;65278.0;149.0;44120.0
1075.84;205.52;-144.79;-415.49;0.0;65278.0;70.0;46074.0
1043.78;88.41;-87.06;-431.3;0.0;65021.0;82.0;47592.0
1023.86;-34.85;-66.05;-435.01;0.0;65021.0;0.0;47592.0
1016.52;-156.75;31.8;-438.85;0.0;64507.0;127.0;50722.0
1035.06;-279.69;87.18;-431.28;0.0;64507.0;87.0;51972.0
1095.73;-380.84;324.4;-297.26;0.0;64507.0;169.0;59044.0
1197.26;-450.78;377.64;-225.81;0.0;64507.0;54.0;60258.0
1298.15;-501.95;418.03;-137.31;0.0;64507.0;135.0;61150.0
1418.55;-502.11;421.35;-126.73;0.0;64507.0;65311.0;61150.0
1532.09;-549.1;402.19;-178.44;0.0;64507.0;0.0;61150.0
1652.95;-555.83;401.16;-180.75;0.0;64507.0;65276.0;58884.0
1744.47;-626.69;319.46;-302.57;0.0;64507.0;65494.0;57372.0
1833.18;-717.87;281.97;-337.77;0.0;64507.0;65442.0;55858.0
1907.74;-815.6;262.88;-352.84;0.0;64507.0;0.0;55820.0
1981.75;-915.0;268.3;-360.55;77.68;64507.0;65535.0;55820.0
