x;y;vx;vy;pitch;roll;yaw;;;x;y;vx;vy;pitch;roll;yaw
2100,24;-1236,28;0,18;440;65278;0;16366;;;;;;;;;
2100,43;-1114,32;0,83;440;65278;0;16366;;;;;;;;;
2100,87;-999,12;2,26;440;65278;0;16328;;;;;;;;;
2101,91;-876,19;5,27;439,97;65535;0;16252;;;;;;;;;
2103,46;-751,82;5,56;439,97;65535;0;16252;;;;;;;;;
2104,29;-626,46;-1,06;440;0;0;16434;;;;;;;;;
2103,83;-513,2;-1,99;439,99;0;0;16434;;;;;;;;;
2103,71;-390,76;1,66;440;65278;0;16344;;;;;;;;;
2104,18;-267,82;1,69;440;65278;0;16344;;;;;;;;;
2104,61;-154,08;1,69;440;65278;0;16344;;;;;;;;;
2105,08;-32,6;1,69;440;65278;0;16344;;;;;;;;;
2105,58;93,24;2,19;439,99;65278;0;16306;;;;;;;;;
2106,76;214,72;4,82;439,97;65278;0;16268;;;;;;;;;
2105,36;337,07;-49,54;437,2;65278;230;19554;;;;;;;;;
2032,23;409,03;-438,33;38,28;65278;270;36398;;;;;;;;;
1939,85;338,69;-181,78;-400,69;65278;270;47196;;;;;;;;;
1921,11;217,79;-16,93;-439,67;65278;40;48980;;;;;;;;;
1918,57;92,46;-6,23;-439,96;65278;0;49018;;;;;;;;;
1916,11;-31,42;-12,04;-439,84;65535;0;48850;;;;;;;;;
1912,92;-142,69;-12,79;-439,81;65535;0;48850;;;;;;;;;
1908,67;-267,48;-16,47;-439,69;65535;0;48758;;;;;;;;;
1906,09;-391,35;0,87;-440;65535;0;49246;;;;;;;;;
1907,25;-505,08;5,86;-439,96;65535;0;49322;;;;;;;;;
1909,18;-628,97;7,06;-439,94;65535;0;49322;;;;;;;;;
1911,15;-751,89;7,09;-439,94;65535;0;49322;;;;;;;;;
1912,9;-873,85;5,67;-439,96;65535;0;49284;;;;;;;;;
1914,47;-996,77;5,58;-439,96;65535;0;49284;;;;;;;;;
1916,02;-1119,22;5,57;-439,97;65535;0;49284;;;;;;;;;
1917,43;-1231,01;5,57;-439,97;65535;0;49284;;;;;;;;;
1918,62;-1353,46;2,85;-439,99;65278;0;49208;;;;;;;;;
1919,32;-1477,85;2,37;-440;65278;0;49208;;;;;;;;;
1919,34;-1599,33;-3,71;-439,98;65278;0;49028;;;;;;;;;
1917,6;-1723,22;-8,02;-439,93;65021;0;48952;;;;;;;;;
1915,47;-1844,68;-2,8;-439,99;65278;44;49364;;;;;;;;;
1917,25;-1968,09;8,66;-439,92;65278;0;49364;;;;;;;;;
1920,09;-2090,99;14,92;-439,75;64507;0;49578;;;;;;;;;
1925,09;-2214,31;19,28;-439,58;64507;0;49616;;;;;;;;;
1939,55;-2326,12;144,71;-415,52;64507;270;55482;;;;;;;;;
2042,76;-2372,34;418,9;134,61;64764;259;7292;;;;;;;;;
2113,08;-2285,9;142,91;416,15;65021;271;14608;;;;;;;;;
2124,81;-2161,15;-4,84;439,97;65535;42;16754;;;;;;;;;
2121,47;-2037,29;-6,37;439,95;65535;65509;16324;;;;;;;;;
2123,17;-1924,06;9,39;439,9;65535;0;16328;;;;;;;;;
2123,5;-1799,67;-1,24;440;65535;0;16420;;;;;;;;;
2122,74;-1677,23;-3,62;439,99;65535;0;16470;;;;;;;;;
2121,76;-1555,26;-3,55;439,98;65535;0;16470;;;;;;;;;
2119,98;-1432,34;-12,82;439,81;65021;0;16730;;;;;;;;;
2116,42;-1321,08;-14,45;439,76;65021;0;16730;;;;;;;;;
2112,81;-1197,23;-11,12;439,86;65535;0;16616;;;;;;;;;
2110,03;-1073,36;-8,72;439,91;65535;0;16540;;;;;;;;;
2108,2;-959,63;-6,64;439,95;65535;0;16540;;;;;;;;;
2107,03;-838,63;-2,67;439,99;65278;0;16426;;;;;;;;;
2106,49;-714,25;-1,72;440;65278;0;16426;;;;;;;;;
2106,02;-593,25;-1,68;440;65278;0;16426;;;;;;;;;
2106,52;-470,31;4,09;439,98;65278;0;16274;;;;;;;;;
2107,7;-356,58;4,71;439,97;65278;0;16274;;;;;;;;;
2109,04;-232,68;5,15;439,97;65278;0;16236;;;;;;;;;
2110,81;-110,24;7,47;439,94;65278;0;16198;;;;;;;;;
2116,17;13,52;31,8;438,85;65021;0;15570;;;;;;;;;
2125,66;136,57;34,33;438,66;64764;0;15722;;;;;;;;;
2122,57;248,46;-75,61;433,45;64250;169;19456;;;;;;;;;
2076,34;361,51;-241,88;367,55;65278;197;24034;;;;;;;;;
1972,69;394,6;-380,68;-220,65;65278;259;43142;;;;;;;;;
1922,59;286,07;-63,94;-435,33;65535;182;48876;;;;;;;;;
1918,14;163,27;-3,41;-439,99;65535;0;49110;;;;;;;;;
1916,96;50,99;-7,09;-439,94;65535;0;48968;;;;;;;;;
1915,13;-72,42;-10,91;-439,86;0;65490;48608;;;;;;;;;
1909,54;-193,77;-22,62;-439,42;0;0;48608;;;;;;;;;
1903,52;-315,59;-19,27;-439,58;65535;0;48716;;;;;;;;;
1898,66;-437,95;-12,23;-439,83;65535;0;48998;;;;;;;;;
1898,03;-551,19;2,32;-439,99;65535;0;49230;;;;;;;;;
1898,86;-673,16;3,17;-439,99;65535;0;49230;;;;;;;;;
1899,73;-793,67;3,19;-439,99;65535;0;49230;;;;;;;;;
1900,62;-916,12;3,19;-439,99;65535;0;49230;;;;;;;;;
1901,5;-1038,09;3,19;-439,99;65535;0;49230;;;;;;;;;
1902,4;-1161,01;3,19;-439,99;65535;0;49230;;;;;;;;;
1903,29;-1284,43;3,19;-439,99;65535;0;49230;;;;;;;;;
1904,11;-1397,68;3,2;-439,99;65535;0;49230;;;;;;;;;
1905,01;-1520,62;3,19;-439,99;65535;0;49230;;;;;;;;;
1905,89;-1642,59;3,19;-439,99;65535;0;49230;;;;;;;;;
1906,8;-1766,97;3,19;-439,99;65535;0;49230;;;;;;;;;
1907,63;-1882,16;3,19;-439,99;65535;0;49230;;;;;;;;;
1908,53;-2005,58;3,2;-439,99;65535;0;49230;;;;;;;;;
1909,35;-2118,35;3,19;-439,99;65535;0;49230;;;;;;;;;
1917,08;-2240,18;109,37;-426,19;65021;259;54854;;;;;;;;;
2014,2;-2270,58;338,27;281,38;65021;270;12968;;;;;;;;;
2036,52;-2154,54;-51,58;436,97;65278;103;18224;;;;;;;;;
2029,45;-2030,71;28,94;439,05;0;65467;15272;;;;;;;;;
2040;-1908,72;29,59;439,01;0;36;15972;;;;;;;;;
2045,56;-1786,88;17,24;439,66;0;0;16060;;;;;;;;;
2075,52;-1673,21;271,48;346,26;65535;65353;16370;;;;;;;;;
2153,1;-1578,66;146,38;414,94;65535;247;16598;;;;;;;;;
2159,56;-1466,94;-12,46;439,82;65535;37;16892;;;;;;;;;
2153,93;-1343,17;-22,52;439,42;65535;0;16930;;;;;;;;;
2147,97;-1218,44;-18,32;439,62;65535;0;16800;;;;;;;;;
2143,45;-1106,24;-17,57;439,65;65535;0;16800;;;;;;;;;
2138,54;-983,4;-17,55;439,65;65535;0;16800;;;;;;;;;
2134,46;-857,15;-10,05;439,88;65535;0;16594;;;;;;;;;
2131,93;-734,24;-8,79;439,91;65535;0;16594;;;;;;;;;
2129,69;-621,49;-8,77;439,91;65535;0;16594;;;;;;;;;
2112,12;-500,06;-21,38;439,48;65535;65488;16594;;;;;;;;;
2108,88;-376,68;-9,06;439,91;65535;0;16594;;;;;;;;;
2106,55;-254,74;-7,56;439,94;65535;0;16556;;;;;;;;;
2107,73;-141,51;15,5;439,73;65278;0;15962;;;;;;;;;
2112,62;-17,71;17,81;439,64;65278;0;15962;;;;;;;;;
2117,18;105,14;9,82;439,89;65021;29;16384;;;;;;;;;
2112,02;218,67;-46,05;437,58;65278;40;17830;;;;;;;;;
2095,3;342,9;-69,28;434,51;65278;64;18644;;;;;;;;;
2033,54;441,35;-416,13;142,97;65278;259;36416;;;;;;;;;
1966,54;360,56;1,34;-440;0;247;51506;;;;;;;;;
1984,19;250,25;67,04;-434,86;257;65454;50152;;;;;;;;;
1986,91;126,56;-14,24;-439,77;65535;0;48766;;;;;;;;;
1939,11;17,29;-134,07;-419,07;0;259;49144;;;;;;;;;
1931,7;-104,64;2,38;-439,99;0;0;49296;;;;;;;;;
1933,17;-227,56;5,98;-439,96;65535;0;49296;;;;;;;;;
1935,37;-350,96;8,3;-439,92;0;0;49332;;;;;;;;;
1937,35;-463,72;7,61;-439,93;0;0;49332;;;;;;;;;
1938,87;-588,57;0,14;-440;65021;0;49108;;;;;;;;;
1920,13;-708,82;-36,88;-438,45;65021;147;49108;;;;;;;;;
1918,29;-830,26;4,34;-439,98;65021;0;49230;;;;;;;;;
1917,71;-954,16;-6,33;-439,95;65278;0;49012;;;;;;;;;
1886,07;-1069,59;-33,99;-438,68;65278;137;49164;;;;;;;;;
1884,54;-1180,39;6,47;-439,95;65535;0;49486;;;;;;;;;
1888,06;-1303,27;14,9;-439,75;65535;0;49524;;;;;;;;;
1892,37;-1425,65;15,66;-439,72;65535;0;49524;;;;;;;;;
1896,4;-1546,58;14,09;-439,77;65535;0;49486;;;;;;;;;
1899,87;-1669,47;11,03;-439,86;65535;0;49410;;;;;;;;;
1940,69;-1782,89;160,19;-409,81;65535;65288;49372;;;;;;;;;
1951,94;-1903,96;6,74;-439,95;65278;0;49182;;;;;;;;;
1927,56;-2020,42;-262,37;-353,22;65278;65335;49144;;;;;;;;;
1906,22;-2138,55;-9,02;-439,91;65278;32;49144;;;;;;;;;
1912,5;-2260,08;82,63;-432,17;65278;165;52262;;;;;;;;;
1968,13;-2366,88;316,63;-305,52;65278;247;60180;;;;;;;;;
2074,17;-2360,38;247,33;363,9;0;259;14196;;;;;;;;;
2107,47;-2253,55;97,18;429,13;0;0;14196;;;;;;;;;
2125,2;-2132,57;22,87;439,4;0;93;16398;;;;;;;;;
2120,84;-2009,32;-34,75;438,63;257;0;17198;;;;;;;;;
2114,48;-1887,05;-11,54;439,85;0;0;16584;;;;;;;;;
2111,99;-1765,12;-8,33;439,92;0;0;16584;;;;;;;;;
2108,82;-1642,22;-16,21;439,7;65535;0;16804;;;;;;;;;
2104,61;-1529,04;-14,36;439,76;65535;0;16690;;;;;;;;;
2120,92;-1409,39;-16,77;439,68;65278;73;17216;;;;;;;;;
2112,66;-1287,21;-28,6;439,07;65278;0;16986;;;;;;;;;
2106,44;-1163,96;-18,23;439,62;65278;0;16796;;;;;;;;;
2101,58;-1042,08;-17,39;439,66;65278;0;16796;;;;;;;;;
2097,12;-929,4;-17,38;439,66;65278;0;16796;;;;;;;;;
2117,92;-810,57;205,87;388,87;65278;135;16796;;;;;;;;;
2126,37;-686,82;-17;439,67;65278;0;16922;;;;;;;;;
2120,71;-574,19;-23,95;439,35;65021;0;16960;;;;;;;;;
2125,6;-454,05;184,8;399,31;65021;65276;16960;;;;;;;;;
2134,25;-331,49;-6,21;439,96;65021;0;16636;;;;;;;;;
2131,51;-208,58;-11,93;439,84;64764;0;16852;;;;;;;;;
2126,18;-86,25;-20,48;439,53;64764;1;16902;;;;;;;;;
2120,48;25,89;-23,28;439,38;64764;0;16940;;;;;;;;;
2113,89;149,62;-23,42;439,38;65021;0;16940;;;;;;;;;
2107,26;272,38;-24,57;439,31;65021;0;17016;;;;;;;;;
2090,93;402,5;-145,01;415,42;0;270;22540;;;;;;;;;
2015,01;484,67;-359,61;253,54;514;80;26818;;;;;;;;;
1909,54;545,57;-427,7;103,3;65278;135;36160;;;;;;;;;
1851,18;461,17;16,35;-439,7;65278;205;50768;;;;;;;;;
1862,14;349,43;45,85;-437,61;65535;0;50250;;;;;;;;;
1874,38;226,15;27,65;-439,13;0;65471;49390;;;;;;;;;
1878,23;104,24;10,39;-439,88;0;0;49390;;;;;;;;;
1881,29;-17,69;12,61;-439,82;65535;0;49466;;;;;;;;;
1903,56;-139,24;106,71;-426,92;65535;65401;49374;;;;;;;;;
1922,08;-252,66;22,53;-439,42;65535;65457;49190;;;;;;;;;
1923,79;-375,09;2,03;-439,99;65535;0;49190;;;;;;;;;
1924,25;-499;1,53;-440;65535;0;49190;;;;;;;;;
1924,67;-621,45;1,52;-440;65535;0;49190;;;;;;;;;
1906,35;-740,16;-89,98;-430,7;65535;270;49190;;;;;;;;;
1901,71;-862,87;3,57;-439,99;65535;0;49304;;;;;;;;;
1903,32;-985,3;6,34;-439,95;65535;0;49304;;;;;;;;;
1905,13;-1110,17;6,4;-439,95;65535;0;49304;;;;;;;;;
1906,77;-1222,92;6,4;-439,95;65535;0;49304;;;;;;;;;
1908,54;-1344,4;6,4;-439,95;65535;0;49304;;;;;;;;;
1910,33;-1467,32;6,41;-439,95;65535;0;49304;;;;;;;;;
1912,1;-1588,79;6,4;-439,95;65535;0;49304;;;;;;;;;
1913,81;-1711,72;4,5;-439,98;65278;0;49212;;;;;;;;;
1914,45;-1825,45;1,21;-440;65278;0;49174;;;;;;;;;
1914,71;-1949,85;0,85;-440;65278;0;49174;;;;;;;;;
1914,87;-2073,26;-0,3;-440;65278;0;49136;;;;;;;;;
1905,77;-2197,19;-54,61;-436,6;65278;0;47778;;;;;;;;;
1894,68;-2320,7;52,43;-436,86;65021;259;54398;;;;;;;;;
1983,56;-2341,96;261,22;354,07;65278;259;15928;;;;;;;;;
1981,4;-2110,61;88,1;431,09;0;65412;14792;;;;;;;;;
2046,3;-2006,62;110,28;425,96;0;251;15172;;;;;;;;;
2063,74;-1886,46;47,74;437,4;0;0;15336;;;;;;;;;
2103,33;-1775,77;258,85;355,8;65535;135;15636;;;;;;;;;
2123,69;-1656,2;9,62;439,89;65535;67;16538;;;;;;;;;
2123,01;-1542,46;-5,9;439,96;65535;0;16538;;;;;;;;;
2121,27;-1421;-6,39;439,95;65535;0;16538;;;;;;;;;
2159,73;-1304,33;29,95;438,98;65535;139;16500;;;;;;;;;
2160,02;-1182,4;-10,13;439,88;65535;0;16690;;;;;;;;;
2156,05;-1069,7;-17,97;439,63;65535;0;16820;;;;;;;;;
2150,97;-947,83;-18,38;439,62;65535;0;16820;;;;;;;;;
2145,9;-825;-17,31;439,66;65535;0;16744;;;;;;;;;
2141,54;-699,72;-13,97;439,78;65535;0;16706;;;;;;;;;
2138,1;-587,01;-12,53;439,82;65535;0;16668;;;;;;;;;
2134,74;-464,59;-11,97;439,84;65535;0;16668;;;;;;;;;
2131,63;-341,22;-10,4;439,88;65535;0;16630;;;;;;;;;
2105,07;-224,75;-161,57;409,26;65535;65276;16592;;;;;;;;;
2093,02;-101,78;-11,96;439,84;65535;0;16554;;;;;;;;;
2098,75;19,37;174,18;404,05;65535;65288;16554;;;;;;;;;
2107,99;142,41;-8,03;439,93;65535;49;16960;;;;;;;;;
2101,49;254,01;-30,57;438,94;65278;0;17128;;;;;;;;;
2092,68;378,08;-31,34;438,88;65278;0;17244;;;;;;;;;
2026,08;470,14;-428,27;100,93;1542;259;34462;;;;;;;;;
1925,34;430,22;-281,99;-337,75;1542;270;45322;;;;;;;;;
1902,31;309,56;10,91;-439,86;771;55;49742;;;;;;;;;
1909,68;188,8;34,7;-438,63;257;0;49806;;;;;;;;;
1914,11;64,51;3,54;-439,99;0;0;49154;;;;;;;;;
1914,04;-56,49;-1,37;-440;0;0;49116;;;;;;;;;
1913,63;-177;-1,51;-440;65535;0;49116;;;;;;;;;
1913,24;-289,3;-1,52;-440;65535;0;49116;;;;;;;;;
1912,2;-413,67;-5,4;-439,97;65278;0;49078;;;;;;;;;
1911,18;-535,63;-3,25;-439,99;65278;0;49078;;;;;;;;;
1910,28;-659,06;-3,19;-439,99;65278;0;49078;;;;;;;;;
1909,49;-768,43;-3,19;-439,99;65278;0;49078;;;;;;;;;
1908,6;-891,36;-3,2;-439,99;65278;0;49078;;;;;;;;;
1907,71;-1013,34;-3,2;-439,99;65278;0;49078;;;;;;;;;
1906,82;-1135,78;-3,19;-439,99;65278;0;49078;;;;;;;;;
1905,93;-1258,71;-3,2;-439,99;65278;0;49078;;;;;;;;;
1905,12;-1370,04;-3,19;-439,99;65278;0;49078;;;;;;;;;
1904,23;-1492,96;-3,2;-439,99;65278;0;49078;;;;;;;;;
1903,33;-1616,86;-3,2;-439,99;65278;0;49078;;;;;;;;;
1902,65;-1737,87;-1,68;-440;65535;0;49116;;;;;;;;;
1902,22;-1859,35;-1,52;-440;65535;0;49116;;;;;;;;;
1901,79;-1982,28;-1,52;-440;65535;0;49116;;;;;;;;;
1901,4;-2096,02;-1,52;-440;65535;0;49116;;;;;;;;;
1901,03;-2218,47;0,61;-440;0;0;49456;;;;;;;;;
1924,62;-2336,12;234,46;-369,51;1028;65265;52316;;;;;;;;;
2003,09;-2365,72;405,69;170,32;1028;137;5310;;;;;;;;;
2110,58;-2309,2;384,84;213,3;1028;0;5310;;;;;;;;;
2179,21;-2215,21;29,41;439,02;771;259;17896;;;;;;;;;
2168,96;-2163,92;-46,77;114,79;771;0;17896;;;;;;;;;
2157,1;-2160,71;-47,64;28,5;0;0;17546;;;;;;;;;
2136,88;-2091,32;-205,44;389,1;65535;259;17170;;;;;;;;;
2093,5;-1981,42;-34,09;438,68;65535;65431;16494;;;;;;;;;
2093,45;-1868,94;92,51;430,17;65535;65276;16418;;;;;;;;;
2102,94;-1743,89;0,92;440;65535;0;16456;;;;;;;;;
2102,33;-1620,46;-2,94;439,99;65535;0;16456;;;;;;;;;
2101,49;-1497,53;-3,04;439,99;65535;0;16456;;;;;;;;;
2100,64;-1375,09;-3,03;439,99;65535;0;16456;;;;;;;;;
2099,87;-1262,31;-3,04;439,99;65535;0;16456;;;;;;;;;
2099,01;-1137,93;-3,03;439,99;65535;0;16456;;;;;;;;;
2098,29;-1012,57;-1,19;440;65535;0;16380;;;;;;;;;
2112,72;-892,84;225,72;377,69;65535;65276;16380;;;;;;;;;
2143,62;-786,68;19,52;439,57;65535;77;16418;;;;;;;;;
2143,57;-664,25;-5,86;439,96;65535;0;16542;;;;;;;;;
2141,77;-540,83;-6,55;439,95;65535;0;16542;;;;;;;;;
2108,25;-422,99;-33,76;438,7;65535;65421;16542;;;;;;;;;
2104,9;-309,31;-7,44;439,94;65535;0;16542;;;;;;;;;
2113,28;-186,26;89,95;430,71;65535;270;16542;;;;;;;;;
2117,34;-62,07;-4,35;439,98;65535;0;16542;;;;;;;;;
2115,79;50,2;-6,51;439,95;65535;0;16542;;;;;;;;;
2114,53;175,07;-2,13;439,99;257;0;16426;;;;;;;;;
2114,03;298,97;-1,7;440;257;0;16426;;;;;;;;;
2099,54;410,94;-160,42;409,71;65535;259;22856;;;;;;;;;
2001,54;470,35;-434,78;-67,56;65535;270;39328;;;;;;;;;
1937,36;375,71;-62,6;-435,52;65535;170;48738;;;;;;;;;
1929,6;253,04;-19,77;-439,56;65535;0;48700;;;;;;;;;
1925,43;128,73;-11,42;-439,85;65535;0;48872;;;;;;;;;
1920,6;3,95;-18,4;-439,62;65535;0;48714;;;;;;;;;
1915,43;-118,87;-18,56;-439,61;65535;0;48714;;;;;;;;;
1910,2;-233,46;-23,31;-439,38;65278;0;48574;;;;;;;;;
1904,22;-356,73;-16,93;-439,67;65278;0;48840;;;;;;;;;
1901,3;-479,64;-5,79;-439,96;65535;0;49040;;;;;;;;;
1900,23;-604,98;-0,84;-440;65535;0;49208;;;;;;;;;
1901,36;-716,79;5,98;-439,96;0;0;49298;;;;;;;;;
1903,08;-842,12;6,07;-439,96;0;0;49298;;;;;;;;;
1904,76;-965,54;5,33;-439,97;0;0;49260;;;;;;;;;
1906,07;-1087,5;4,58;-439,97;0;0;49260;;;;;;;;;
1907,33;-1208,97;4,56;-439,97;0;0;49260;;;;;;;;;
1908,6;-1331,41;4,56;-439,97;0;0;49260;;;;;;;;;
1909,74;-1443,22;4,05;-439,98;0;0;49222;;;;;;;;;
1910,23;-1567,11;0,07;-440;0;0;49146;;;;;;;;;
1910,16;-1691,51;-0,33;-440;0;0;49146;;;;;;;;;
1909,39;-1816,37;-5,01;-439,97;0;0;48994;;;;;;;;;
1907,78;-1927,69;-6,69;-439,95;0;0;48994;;;;;;;;;
1905,9;-2051,09;-6,75;-439,95;0;0;48994;;;;;;;;;
1904;-2174,98;-6,74;-439,94;0;0;48994;;;;;;;;;
1906,83;-2297,07;97,92;-428,97;65535;259;56032;;;;;;;;;
2009,94;-2327,97;427,18;105,43;65535;145;3390;;;;;;;;;
2119,82;-2279,5;299,2;322,61;65021;259;13278;;;;;;;;;
2133,95;-2172,06;-46,76;437,51;65021;75;17946;;;;;;;;;
2124,71;-2045,65;-11,55;439,85;65021;0;16486;;;;;;;;;
2125,05;-1931,93;9,01;439,91;65021;0;16126;;;;;;;;;
2126,14;-1809,99;-12,3;439,83;65278;39;16910;;;;;;;;;
2118,55;-1686,8;-32,07;438,83;65278;0;17160;;;;;;;;;
2110,03;-1564,17;-29,61;439;65278;0;17084;;;;;;;;;
2101,78;-1441,5;-29,51;439,01;65278;0;17084;;;;;;;;;
2093,67;-1316,9;-26,2;439,22;65278;0;16932;;;;;;;;;
2088,15;-1193,6;-15,56;439,72;65278;0;16728;;;;;;;;;
2084,35;-1080,41;-14,54;439,76;65278;0;16728;;;;;;;;;
2080,34;-959;-14,51;439,76;65278;0;16728;;;;;;;;;
2077,83;-882,96;-0,91;27,25;65278;0;16728;;;;;;;;;
2077,81;-882,16;0;0;65278;0;16728;;;;;;;;;
2077,81;-882,16;0;0;65278;0;16728;;;;;;;;;
2077,81;-882,16;0;0;65278;0;16728;;;;;;;;;
2076,93;-855,43;-10,09;306,21;65278;65535;16728;;;;;;;;;
2073,23;-743,43;-14,51;439,76;65278;0;16728;;;;;;;;;
2069,17;-620,08;-14,02;439,78;65278;0;16690;;;;;;;;;
2066,58;-495,72;1,99;440;65278;65476;15892;;;;;;;;;
2072,48;-374,39;26,5;439,2;65278;0;15740;;;;;;;;;
2079,94;-253,14;27,15;439,16;65278;0;15740;;;;;;;;;
2092,4;-140,62;64,46;435,25;65021;0;14778;;;;;;;;;
2111,98;-13,38;67,5;434,79;65021;0;14778;;;;;;;;;
2125,31;109,69;13,66;439,79;65021;88;16798;;;;;;;;;
2118,76;221,74;-38,23;438,34;65021;0;17346;;;;;;;;;
2104,94;343,85;-78,4;432,96;0;103;19164;;;;;;;;;
2056,67;456,66;-233,85;372,71;0;142;23372;;;;;;;;;
1954,61;508,15;-412,35;-153,51;64764;124;45580;;;;;;;;;
1920,81;397,1;-4,6;-439,98;65535;65;49430;;;;;;;;;
1927,71;274,42;36,09;-438,52;65278;0;50016;;;;;;;;;
1933,05;150,21;-0,67;-440;65278;0;49042;;;;;;;;;
1932,67;38,9;1,91;-440;65535;0;49286;;;;;;;;;
1934,02;-85,01;5,49;-439,97;65535;0;49286;;;;;;;;;
1935,56;-207,45;5,57;-439,96;65535;0;49286;;;;;;;;;
1937,15;-332,8;5,57;-439,97;65535;0;49286;;;;;;;;;
1938,7;-455,72;5,57;-439,96;65535;0;49286;;;;;;;;;
1940,11;-567,02;5,57;-439,96;65535;0;49286;;;;;;;;;
1924,11;-686,34;-190,14;-396,79;65535;135;49248;;;;;;;;;
1912,98;-807,69;0,3;-440;65535;26;49324;;;;;;;;;
1914,58;-930,61;7,09;-439,94;65535;0;49286;;;;;;;;;
1915,81;-1044,84;0,72;-440;65535;0;49068;;;;;;;;;
1915,09;-1166,8;-3,43;-439,98;65535;0;49068;;;;;;;;;
1914,11;-1289,74;-3,53;-439,99;65535;0;49068;;;;;;;;;
1912,82;-1412,18;-5,36;-439,97;65535;0;49030;;;;;;;;;
1911,23;-1534,62;-7,84;-439,93;65278;0;48916;;;;;;;;;
1908,6;-1656,56;-9,9;-439,89;65278;0;48916;;;;;;;;;
1906,07;-1777,05;-6,52;-439,95;64764;0;49046;;;;;;;;;
1905,73;-1890,3;1,34;-440;65021;0;49198;;;;;;;;;
1906,21;-2012,76;1,85;-440;65021;0;49198;;;;;;;;;
1906,73;-2134,72;1,86;-440;65021;0;49198;;;;;;;;;
1910,21;-2258,97;51,63;-436,96;65021;151;51744;;;;;;;;;
1963,32;-2368,64;334,18;-286,23;65021;124;832;;;;;;;;;
2052,59;-2311,53;217,53;382,47;65535;119;11700;;;;;;;;;
2100,25;-2200,14;123,23;422,39;65535;97;14220;;;;;;;;;
2119,22;-2090,09;40,81;438,1;0;70;15832;;;;;;;;;
2124,11;-1968,25;7,32;439,94;0;0;16292;;;;;;;;;
2123,21;-1843,38;-7,43;439,94;0;0;16578;;;;;;;;;
2120,94;-1718,05;-8,07;439,92;0;0;16578;;;;;;;;;
2119,15;-1605,29;-5,6;439,96;0;0;16502;;;;;;;;;
2117,74;-1481,88;-4,91;439,97;0;0;16502;;;;;;;;;
2116,36;-1358,46;-4,9;439,97;0;0;16502;;;;;;;;;
2115;-1236,02;-4,9;439,97;0;0;16502;;;;;;;;;
2113,75;-1123,75;-4,9;439,97;0;0;16502;;;;;;;;;
2112,39;-1001,78;-4,9;439,97;0;0;16502;;;;;;;;;
2111,65;-879,33;-1,35;440;65535;0;16388;;;;;;;;;
2111,53;-757,37;-0,2;440;65535;0;16388;;;;;;;;;
2111,48;-635,89;-0,17;440;65535;0;16388;;;;;;;;;
2111,43;-514,39;-0,17;440;65535;0;16388;;;;;;;;;
2111,38;-392,91;-0,17;440;65535;0;16388;;;;;;;;;
2111,33;-270,47;-0,18;440;65535;0;16388;;;;;;;;;
2129,63;-152,48;31,66;438,86;65535;270;16388;;;;;;;;;
2126,7;-44,89;-15,2;439,74;65535;65475;16388;;;;;;;;;
2147,18;74,12;253,12;359,9;65535;65282;16388;;;;;;;;;
2163,22;172,72;-42,85;34,69;65278;0;18996;;;;;;;;;
2137,93;182,91;-134,88;101,25;65535;0;21692;;;;;;;;;
2086,92;257,4;-219,84;381,14;65535;0;21692;;;;;;;;;
2041,15;369,47;21,87;439,46;65535;65276;20992;;;;;;;;;
1987,15;458,63;-432,3;81,96;65535;247;35826;;;;;;;;;
1906,33;381,59;-99,07;-428,7;0;270;49008;;;;;;;;;
1905,65;258,49;30,95;-438,91;0;0;50016;;;;;;;;;
1914,77;136,39;24,74;-439,3;0;65505;49518;;;;;;;;;
1916,32;12,52;-6,48;-439,95;65535;0;48934;;;;;;;;;
1914,6;-100,23;0,7;-440;0;52;49482;;;;;;;;;
1917,72;-225,07;13,53;-439,79;0;0;49482;;;;;;;;;
1921,47;-346,49;12,86;-439,81;0;0;49444;;;;;;;;;
1924,75;-470,84;10,05;-439,89;0;0;49368;;;;;;;;;
1927,13;-583,1;9,14;-439,91;0;0;49368;;;;;;;;;
1927,97;-705,54;-0,37;-440;0;0;49132;;;;;;;;;
1927,76;-828,97;-0,83;-440;0;0;49094;;;;;;;;;
1927,15;-952,87;-2,49;-439,99;0;0;49094;;;;;;;;;
1926,44;-1076,29;-2,53;-439,99;0;0;49094;;;;;;;;;
1925,73;-1199,22;-2,53;-439,99;0;0;49094;;;;;;;;;
1925,02;-1322,65;-2,54;-439,99;0;0;49094;;;;;;;;;
1924,38;-1434,44;-2,53;-439,99;0;0;49094;;;;;;;;;
1923,67;-1557,37;-2,53;-439,99;0;0;49094;;;;;;;;;
1922,97;-1679,83;-2,54;-439,99;0;0;49094;;;;;;;;;
1921,7;-1801,79;-7;-439,94;65535;0;48942;;;;;;;;;
1919,31;-1925,18;-8,89;-439,91;65535;0;48942;;;;;;;;;
1916,71;-2050,51;-9,91;-439,89;65535;0;48904;;;;;;;;;
1913,86;-2172,44;-10,01;-439,88;65535;0;49094;;;;;;;;;
1929,75;-2294,26;120,45;-423,2;257;123;52822;;;;;;;;;
1993,4;-2382,92;342,1;-276,71;257;104;59064;;;;;;;;;
2101,71;-2431,99;419,4;133,08;65535;259;11572;;;;;;;;;
2162,42;-2328,64;119,02;423,59;65535;244;15974;;;;;;;;;
2142,48;-2208,89;-122,56;422,58;65535;65487;18890;;;;;;;;;
