x;y;vx;vy;pitch;roll;yaw;;;x;y;vx;vy;pitch;roll;yaw
2106,44;-890,03;-5,75;439,96;65021;0;16522;;;;;;;;;
2105,27;-777,74;-2,14;440;64764;0;16408;;;;;;;;;
2104,91;-653,36;-1,03;440;64764;0;16408;;;;;;;;;
2104,62;-527,51;-1;440;64764;0;16408;;;;;;;;;
2104,37;-414,75;-1;440;64764;0;16408;;;;;;;;;
2104,98;-291,33;5,67;439,96;64764;0;16218;;;;;;;;;
2107,52;-169,87;12,17;439,83;64507;0;16066;;;;;;;;;
2113,27;-45,63;33,79;438,7;64250;0;15458;;;;;;;;;
2123,91;77,33;38,98;438,27;64250;0;15458;;;;;;;;;
2134,82;200,75;36,49;438,48;63993;0;15654;;;;;;;;;
2136,71;315,82;-25,87;439,24;63993;89;17800;;;;;;;;;
2093,34;424,75;-312,3;309,95;63993;271;26908;;;;;;;;;
1983,51;425,28;-325,64;-295,91;64250;270;43900;;;;;;;;;
1932,63;316,47;-102,88;-427,8;64507;164;47838;;;;;;;;;
1922,88;194,16;-7,24;-439,94;64764;0;48692;;;;;;;;;
1918,67;81,95;-18,99;-439,59;64764;0;48692;;;;;;;;;
1913,33;-39,9;-18,95;-439,59;64507;0;48730;;;;;;;;;
1908,09;-164,18;-16;-439,71;64250;0;48860;;;;;;;;;
1906,21;-288,55;-1,22;-440;64507;0;49148;;;;;;;;;
1906,1;-399,38;-0,21;-440;64507;0;49148;;;;;;;;;
1906,05;-521,84;-0,17;-440;64507;0;49148;;;;;;;;;
1906;-643,32;-0,17;-440;64507;0;49148;;;;;;;;;
1905,95;-757,06;-0,67;-440;64507;0;49110;;;;;;;;;
1905,49;-881,45;-1,84;-440;64507;0;49110;;;;;;;;;
1904,87;-1002,93;-3,08;-439,99;64507;0;49072;;;;;;;;;
1903,76;-1124,41;-4,88;-439,97;64507;0;49034;;;;;;;;;
1902,35;-1247,82;-5,04;-439,97;64507;0;49034;;;;;;;;;
1900,98;-1367,84;-5,04;-439,97;64507;0;49034;;;;;;;;;
1899,58;-1489,32;-5,04;-439,97;64507;0;49034;;;;;;;;;
1898,66;-1611,77;-0,35;-440;64764;0;49186;;;;;;;;;
1898,93;-1735,67;1,3;-440;64764;0;49186;;;;;;;;;
1900,61;-1848,94;7,25;-439,94;64250;65447;48774;;;;;;;;;
1897,56;-1971,83;-15,46;-439,73;64250;0;48774;;;;;;;;;
1893,7;-2095,19;-5,55;-439,96;63993;0;49154;;;;;;;;;
1903,95;-2217,88;92,72;-430,11;63993;142;52320;;;;;;;;;
1946,13;-2320,36;220,96;-380,5;63993;120;55620;;;;;;;;;
2044,11;-2376,12;426,41;108,51;63993;259;8324;;;;;;;;;
2109,35;-2278,29;90,2;430,65;63993;233;15670;;;;;;;;;
2114,52;-2152,76;-7,67;439,94;63993;0;16654;;;;;;;;;
2113,5;-2030,8;-1,45;440;64250;0;16414;;;;;;;;;
2113,19;-1918,03;-1,17;440;64250;0;16414;;;;;;;;;
2112,92;-1793,64;0,13;440;64507;0;16390;;;;;;;;;
2112,1;-1671,67;-7,2;439,94;64764;0;16596;;;;;;;;;
2109,69;-1547,79;-8,9;439,91;64764;0;16558;;;;;;;;;
2107,83;-1424,39;-4,8;439,97;65021;0;16444;;;;;;;;;
2107,04;-1311,62;-2,61;439,99;65021;0;16444;;;;;;;;;
2106,32;-1186,75;-2,53;439,99;65021;0;16444;;;;;;;;;
2105,61;-1063,33;-2,53;439,99;65021;0;16444;;;;;;;;;
2104,9;-940,4;-2,54;439,99;65021;0;16444;;;;;;;;;
2104,21;-820,85;-2,54;439,99;65021;0;16444;;;;;;;;;
2103,51;-698,88;-2,54;439,99;65021;0;16444;;;;;;;;;
2103,9;-577,89;4,55;439,98;65021;0;16254;;;;;;;;;
2105,42;-453,51;5,98;439,96;64764;0;16166;;;;;;;;;
2111,25;-342,84;29,89;438,98;64764;0;15650;;;;;;;;;
2119,92;-219,24;31;438,91;64764;0;15650;;;;;;;;;
2127,14;-96,52;19,84;439,55;64764;0;16014;;;;;;;;;
2128,96;28,32;-2,85;439,99;64764;0;16554;;;;;;;;;
2127,09;142,53;-8,55;439,92;64764;0;16592;;;;;;;;;
2124,08;268,81;-22,3;439,43;64764;87;17850;;;;;;;;;
2059,46;365,25;-398,83;185,83;64764;270;31838;;;;;;;;;
1957,08;343,39;-337,67;-282,1;64764;259;42714;;;;;;;;;
1896,23;237,84;-119,12;-423,57;64764;219;47792;;;;;;;;;
1884,9;115,26;0,77;-440;65535;53;49472;;;;;;;;;
1887,56;-5,71;9,01;-439,91;65278;0;49320;;;;;;;;;
1889,73;-131,5;7,46;-448,61;65278;65535;49320;;;;;;;;;
1897,09;-244,24;17,86;-439,64;65278;0;49490;;;;;;;;;
1901,59;-376,78;14,23;-439,77;65278;0;49490;;;;;;;;;
1905,16;-488,53;13,42;-439,8;65278;0;49452;;;;;;;;;
1908,73;-610,93;12,67;-439,82;65278;0;49452;;;;;;;;;
1912,17;-737,69;11,12;-439,86;65278;0;49414;;;;;;;;;
1915,22;-859,62;10,96;-439,86;65278;0;49414;;;;;;;;;
1918,03;-972,36;10,96;-439,86;65278;0;49414;;;;;;;;;
1920,93;-1094,77;9,66;-439,89;65278;0;49376;;;;;;;;;
1923,6;-1220,1;8,62;-439,92;65278;0;49300;;;;;;;;;
1923,91;-1344;-2,54;-439,99;65278;0;49076;;;;;;;;;
1923,14;-1455,81;-3,17;-439,99;65278;0;49076;;;;;;;;;
1922,25;-1578,25;-3,19;-439,99;65278;0;49076;;;;;;;;;
1921;-1701,18;-8,62;-439,91;65278;0;48874;;;;;;;;;
1917,88;-1824,56;-11,74;-439,85;65278;0;48874;;;;;;;;;
1914,57;-1947,94;-11,82;-439,84;65278;0;48874;;;;;;;;;
1911,29;-2069,86;-11,82;-439,85;65278;0;48874;;;;;;;;;
1909,5;-2182,12;7,34;-439,94;65021;75;50024;;;;;;;;;
1932,57;-2301,28;161,14;-409,43;65021;238;54976;;;;;;;;;
2028,47;-2352,85;421,27;127,01;65021;259;6022;;;;;;;;;
2133,42;-2287,65;303,95;318,14;63736;259;11616;;;;;;;;;
2152,18;-2171,01;-58,18;436,14;63736;77;18230;;;;;;;;;
2135,95;-2058,92;-55,38;436,5;64764;65503;17446;;;;;;;;;
2125,22;-1936,47;-26,94;439,17;65021;65500;16812;;;;;;;;;
2127,86;-1813,64;20,6;439,52;65535;26;16108;;;;;;;;;
2128,38;-1691,22;-9,81;439,89;65535;0;16668;;;;;;;;;
2125,19;-1568,81;-11,9;439,84;65535;0;16668;;;;;;;;;
2122,51;-1457,03;-6,58;439,95;65535;0;16428;;;;;;;;;
2122,42;-1332,16;2,54;439,99;65278;0;16352;;;;;;;;;
2118,07;-1209,82;-28,27;439,09;65278;0;17110;;;;;;;;;
2110,13;-1088,12;-25,72;439,25;65278;0;16958;;;;;;;;;
2103,47;-965,36;-22,78;439,41;65278;0;16920;;;;;;;;;
2097,15;-842,59;-22,6;439,42;65278;0;16920;;;;;;;;;
2091,33;-729,48;-22,6;439,42;65278;0;16920;;;;;;;;;
2085,09;-608,16;-22,6;439,42;65278;0;16920;;;;;;;;;
2078,71;-483,45;-21,76;439,46;65278;0;16844;;;;;;;;;
2075,67;-363,48;2,19;439,99;65278;0;16196;;;;;;;;;
2078,7;-241,07;19,74;439,56;65278;65509;15770;;;;;;;;;
2086,71;-116,47;41,35;438,05;65278;65490;15150;;;;;;;;;
2100,42;4,24;51,75;436,95;65278;0;15150;;;;;;;;;
2113;114,35;40,46;438,14;64764;58;15962;;;;;;;;;
2110,06;238,55;-36,33;438,5;64507;0;17366;;;;;;;;;
2098,66;362,42;-42,62;437,93;64507;0;17590;;;;;;;;;
2035,99;453,67;-430,53;90,78;64507;259;37194;;;;;;;;;
1946,34;380,08;-238,96;-369,46;65021;67;43588;;;;;;;;;
1894,46;280,49;-134,41;-418,97;64764;195;47310;;;;;;;;;
1878,21;159,37;-24,84;-439,3;65278;61;49024;;;;;;;;;
1877,65;32,1;4,94;-439,97;65278;0;49290;;;;;;;;;
1880,02;-77,19;19,06;-389,83;65278;6;49730;;;;;;;;;
1886,79;-203,55;24,39;-448,01;65278;0;49730;;;;;;;;;
1893,48;-325,74;24,22;-439,33;65278;0;49730;;;;;;;;;
1900,28;-449,46;23,52;-439,37;65278;0;49692;;;;;;;;;
1905,91;-561,12;21,25;-439,49;65278;0;49654;;;;;;;;;
1911,93;-686,33;21,07;-439,5;65278;0;49616;;;;;;;;;
1916,5;-809,66;11,05;-439,86;65278;0;49370;;;;;;;;;
1919,23;-935,47;9,15;-439,91;65278;0;49370;;;;;;;;;
1921,79;-1058,87;9,11;-439,9;65278;0;49370;;;;;;;;;
1924,08;-1179,84;7,7;-439,93;65278;0;49332;;;;;;;;;
1926,19;-1301,79;7,6;-439,93;65278;0;49332;;;;;;;;;
1934,07;-1412,55;97,08;-429,16;64764;220;52870;;;;;;;;;
1979,73;-1527,04;172,07;-404,96;64507;65471;52744;;;;;;;;;
2011,55;-1644,04;75,67;-433,44;64507;65431;50034;;;;;;;;;
1994,02;-1762,75;-166,68;-407,21;64507;65423;44468;;;;;;;;;
1948,45;-1876,08;-92,14;-430,24;64507;259;48662;;;;;;;;;
1945,46;-1999,59;37,14;-438,43;64764;94;50596;;;;;;;;;
1960,84;-2120,58;60,12;-435,87;64764;0;50596;;;;;;;;;
1976,41;-2231,78;62,75;-435,51;64250;0;50710;;;;;;;;;
2002,61;-2354,16;140,48;-416,97;64250;171;54010;;;;;;;;;
2093,99;-2411,91;417,68;138,35;64250;259;10866;;;;;;;;;
2121,51;-2300,86;-77,89;433,05;65278;138;19020;;;;;;;;;
2099,87;-2189,8;-44,29;437,76;65278;65415;16724;;;;;;;;;
2097,88;-2066,94;8,77;439,92;65021;0;16078;;;;;;;;;
2101,25;-1944,06;12,89;439,81;65021;0;16078;;;;;;;;;
2104;-1821,64;4,45;439,98;64507;0;16320;;;;;;;;;
2104,87;-1697,25;2,74;439,99;64507;0;16320;;;;;;;;;
2105,56;-1585,45;2,69;439,99;64507;0;16320;;;;;;;;;
2106,33;-1459,61;2,69;439,99;64507;0;16320;;;;;;;;;
2107,07;-1337,65;2,69;439,99;64507;0;16320;;;;;;;;;
2107,78;-1222,94;2,69;439,99;64507;0;16320;;;;;;;;;
2108,53;-1099,52;2,69;439,99;64507;0;16320;;;;;;;;;
2109,3;-974,17;2,69;439,99;64507;0;16320;;;;;;;;;
2110,06;-850,27;2,69;439,99;64507;0;16320;;;;;;;;;
2110,74;-738,47;2,69;439,99;64507;0;16320;;;;;;;;;
2111,49;-616,02;2,69;439,99;64507;0;16320;;;;;;;;;
2112,09;-492,6;0,61;440;64764;0;16396;;;;;;;;;
2112,02;-368,21;-0,47;440;64764;0;16396;;;;;;;;;
2114,52;-244,37;26,6;439,2;65021;0;15620;;;;;;;;;
2122,58;-129,95;32,03;438,83;65021;0;15620;;;;;;;;;
2131,39;-7,33;26,16;439,22;64507;50;16286;;;;;;;;;
2127,8;116,45;-30,95;438,91;64507;0;17224;;;;;;;;;
2117,8;240,44;-36,74;438,46;64764;0;17262;;;;;;;;;
2108,25;351,83;-42,32;437,96;64764;35;17804;;;;;;;;;
2052,28;455,61;-383,88;215,02;64764;270;31714;;;;;;;;;
1944,94;420,91;-269,75;-347,61;65021;259;45058;;;;;;;;;
1903,2;306,81;-74,96;-433,57;65278;161;48530;;;;;;;;;
1895,3;184,69;-7,15;-439,94;64764;26;49064;;;;;;;;;
1891,89;71;-15,06;-439,74;65278;0;48788;;;;;;;;;
1888,57;-52,36;-0,39;-440;65021;35;49392;;;;;;;;;
1893,25;-175,68;39,17;-449,52;64507;65516;49750;;;;;;;;;
1901,61;-297,58;27,16;-439,16;64507;0;49788;;;;;;;;;
1909,27;-420,28;28,14;-439,1;64507;0;49826;;;;;;;;;
1916,22;-532,34;24,87;-439,3;64764;0;49700;;;;;;;;;
1922,89;-657,04;23,14;-439,39;64764;0;49700;;;;;;;;;
1928,85;-779,83;19,02;-439,59;64764;0;49568;;;;;;;;;
1933,45;-902,2;14,83;-439,75;64764;0;49492;;;;;;;;;
1936,35;-1014,45;6,36;-439,95;64764;0;49172;;;;;;;;;
1935,96;-1135,92;-4,17;-439,98;64764;0;49046;;;;;;;;;
1934,72;-1257,89;-4,55;-439,98;64764;0;49046;;;;;;;;;
1933,3;-1390,49;-5,52;-439,97;64764;0;49008;;;;;;;;;
1931,79;-1502,29;-6,06;-439,96;64764;0;49008;;;;;;;;;
1930,09;-1625,21;-6,08;-439,96;64764;0;49008;;;;;;;;;
1928,02;-1746,68;-11,86;-439,84;64764;0;48804;;;;;;;;;
1924,09;-1869,55;-14,62;-439,76;64764;0;48804;;;;;;;;;
1920,04;-1990,97;-14,68;-439,75;64764;0;48804;;;;;;;;;
1915,91;-2114,8;-14,68;-439,76;64764;0;48804;;;;;;;;;
1922,02;-2237,09;96,55;-429,28;64507;171;52636;;;;;;;;;
1966,12;-2351,64;191,78;-396;64764;95;54756;;;;;;;;;
2061,33;-2398,2;384,08;214,67;64250;270;11624;;;;;;;;;
2107,23;-2292,48;81,56;432,38;64250;66;14928;;;;;;;;;
2116,32;-2168,64;-6,21;439,95;64250;68;16840;;;;;;;;;
2111,79;-2046,76;-18,91;439,59;64250;0;16840;;;;;;;;;
2106,5;-1924,9;-18,31;439,62;64507;0;16764;;;;;;;;;
2102,77;-1813,65;-10,38;439,88;64764;0;16558;;;;;;;;;
2100,72;-1681,53;-5,84;439,96;64764;0;16520;;;;;;;;;
2099,24;-1568,28;-5,75;439,96;64764;0;16520;;;;;;;;;
2098,67;-1445,35;2,87;439,99;64764;0;16242;;;;;;;;;
2100,71;-1321,95;9,05;439,91;64764;0;16166;;;;;;;;;
2103,29;-1199,04;9,28;439,9;64764;0;16166;;;;;;;;;
2106,29;-1086,31;13,54;439,79;64764;0;16052;;;;;;;;;
2110,19;-962,95;13,99;439,78;64764;0;16052;;;;;;;;;
2114,47;-837,67;15,61;439,72;64764;0;16014;;;;;;;;;
2118,88;-713,84;15,69;439,72;64764;0;16014;;;;;;;;;
2122,66;-602,1;12,22;439,83;64507;0;16182;;;;;;;;;
2124,65;-480,64;5,6;439,96;64507;0;16258;;;;;;;;;
2126,14;-360,14;5,41;439,97;64507;0;16258;;;;;;;;;
2127,63;-238,66;5,41;439,97;64507;0;16258;;;;;;;;;
2128,06;-116,21;-1,17;440;64507;0;16334;;;;;;;;;
2128,29;6,96;1,96;440;64507;0;16334;;;;;;;;;
2128,89;129,41;2,18;439,99;64507;0;16334;;;;;;;;;
2118,12;249,05;-144,66;415,54;64250;250;21436;;;;;;;;;
2063,83;360,89;-203,54;390,09;64764;0;21436;;;;;;;;;
2012,04;459,43;-206,46;388,55;64764;0;22024;;;;;;;;;
1913,13;499,45;-376,06;-228,43;64250;259;43490;;;;;;;;;
1852,3;394,26;-114,28;-424,9;64250;259;49178;;;;;;;;;
1864,28;272,31;99,72;-428,55;64507;51;51844;;;;;;;;;
1891,87;162,97;100,14;-428,45;64764;65457;50782;;;;;;;;;
1903,8;38,82;17,39;-439,66;64764;65509;49272;;;;;;;;;
1902,66;-86,51;-11,12;-439,86;64764;0;48868;;;;;;;;;
1904,25;-199,26;12,67;-439,82;65021;0;49476;;;;;;;;;
1907,96;-323,11;11,24;-439,86;64764;0;49312;;;;;;;;;
1909,74;-446,03;4,76;-439,97;64764;0;49236;;;;;;;;;
1911,48;-568,47;7,96;-439,93;65021;0;49350;;;;;;;;;
1913,47;-692,84;5,72;-439,96;65278;0;49236;;;;;;;;;
1914,15;-805,61;-0,39;-440;65278;0;49110;;;;;;;;;
1913,72;-928,54;-1,82;-440;65278;0;49110;;;;;;;;;
1913,24;-1051,48;-1,02;-440;65021;0;49148;;;;;;;;;
1913,14;-1176,84;-0,19;-440;65021;0;49148;;;;;;;;;
1913,37;-1289,12;2,45;-440;65535;0;49224;;;;;;;;;
1913,87;-1412,54;-0,52;-440;65278;0;49110;;;;;;;;;
1913,44;-1534,51;-1,83;-439,99;65021;0;49110;;;;;;;;;
1912,92;-1657,44;-1,86;-440;65021;0;49110;;;;;;;;;
1912,39;-1781,83;-1,86;-440;65021;0;49110;;;;;;;;;
1911,87;-1904,28;-1,86;-440;65021;0;49110;;;;;;;;;
1911,4;-2015,6;-1,86;-440;65021;0;49110;;;;;;;;;
1910,89;-2137,57;-1,86;-440;65021;0;49110;;;;;;;;;
1916,01;-2259,44;121,85;-422,79;65021;259;56832;;;;;;;;;
2017,68;-2322,97;418,13;-137;0;53;62552;;;;;;;;;
2128,89;-2311,05;253,97;359,3;63993;247;15626;;;;;;;;;
2143,48;-2197,99;-3,3;439,99;63993;35;16660;;;;;;;;;
2140,46;-2071,22;-14,1;439,78;64507;0;16752;;;;;;;;;
2137,37;-1958,49;-8,33;439,92;65021;0;16524;;;;;;;;;
2134,82;-1833,16;-13,65;439,8;65535;7;16846;;;;;;;;;
2129,58;-1708,88;-17,91;439,64;0;0;16770;;;;;;;;;
2125,44;-1597,15;-14,26;439,77;65535;0;16656;;;;;;;;;
2122,27;-1474,25;-10,01;439,88;65535;0;16618;;;;;;;;;
2119,51;-1350,87;-9,8;439,89;65535;0;16618;;;;;;;;;
2116,75;-1227;-9,78;439,89;65535;0;16618;;;;;;;;;
2114;-1103,12;-9,78;439,89;65535;0;16618;;;;;;;;;
2111,37;-985,06;-9,79;439,89;65278;0;16618;;;;;;;;;
2108,96;-871,83;-8,55;439,92;65278;0;16580;;;;;;;;;
2106,44;-738,75;-8,28;439,92;65278;0;16580;;;;;;;;;
2104,33;-626,48;-8,27;439,92;65278;0;16580;;;;;;;;;
2102,23;-504,05;-6,73;439,95;65278;0;16504;;;;;;;;;
2100,99;-380,63;-2,77;439,99;65021;0;16428;;;;;;;;;
2100,8;-255,76;2,02;440;65021;0;16276;;;;;;;;;
2104,37;-130,96;20,65;439,52;64764;0;15862;;;;;;;;;
2110,48;-7,69;22,07;439,45;64764;0;15862;;;;;;;;;
2116,07;103,49;22,1;439,44;64764;0;15862;;;;;;;;;
2119,65;230,21;-8,75;439,91;64764;56;16994;;;;;;;;;
2106,68;351,64;-119,59;423,44;64764;259;21602;;;;;;;;;
2021,72;404,68;-431,78;-84,64;64764;259;39714;;;;;;;;;
1958,23;307,42;-72,46;-433,99;65278;149;48312;;;;;;;;;
1944,69;187,18;-44,95;-437,7;65278;0;48208;;;;;;;;;
1936,84;63,55;-17,17;-439,66;65021;0;48794;;;;;;;;;
1934,49;-60,77;21,79;-439,46;65021;115;50356;;;;;;;;;
1945,76;-171,99;51,01;-437,03;65021;0;50394;;;;;;;;;
1961,41;-303,68;52,16;-436,9;65021;0;50394;;;;;;;;;
1974,84;-416,14;52,18;-436,9;65021;0;50394;;;;;;;;;
1948,96;-534,79;15,87;-439,71;65021;145;50394;;;;;;;;;
1959,03;-656,64;-40,35;-438,15;65021;65288;50394;;;;;;;;;
1938,72;-776,15;31,05;-438,9;65021;85;50394;;;;;;;;;
1952,29;-900,77;51,71;-436,95;65021;0;50394;;;;;;;;;
1960,39;-1013,49;-27,69;-439,13;514;65370;47514;;;;;;;;;
1946,32;-1138,04;-36,29;-438,5;257;48;48564;;;;;;;;;
1938,61;-1249,57;-29,97;-438,98;257;0;48442;;;;;;;;;
1932,28;-1372,82;-24,12;-439,34;0;0;48526;;;;;;;;;
1924,94;-1497,48;-25,54;-439,26;65535;0;48602;;;;;;;;;
1917,68;-1618,75;-29,71;-439;65278;0;48404;;;;;;;;;
1910,81;-1741,48;-13,29;-439,8;65278;0;49056;;;;;;;;;
1913,34;-1862,43;17,57;-439,65;65021;0;49598;;;;;;;;;
1884,1;-1978,45;-38,93;-438,27;65021;246;49712;;;;;;;;;
1893,04;-2099,38;64,37;-435,26;65278;62;51190;;;;;;;;;
1913,36;-2208,83;84,64;-431,78;65278;0;51190;;;;;;;;;
1939,98;-2329,24;138,84;-417,52;257;207;54356;;;;;;;;;
2032,48;-2379,49;375,86;228,75;514;247;12874;;;;;;;;;
2076,6;-2268,37;73,99;433,74;257;84;15202;;;;;;;;;
2090,73;-2145,29;41,5;438,04;65535;0;15578;;;;;;;;;
2097,84;-2021,61;15,83;439,72;65278;0;16050;;;;;;;;;
2103,01;-1909,95;37,08;438,44;64507;65487;15216;;;;;;;;;
2112,4;-1787,87;24,55;439,31;65021;0;15826;;;;;;;;;
2119,11;-1664,15;23,64;439,36;65278;0;15826;;;;;;;;;
2126,7;-1542,63;105,75;427,1;65278;65265;16442;;;;;;;;;
2150,35;-1424,11;-5,69;439,96;65278;68;16904;;;;;;;;;
2143,57;-1300,41;-32,22;438,82;65278;0;17188;;;;;;;;;
2134,49;-1177,81;-31,1;438,9;65535;0;17112;;;;;;;;;
2126,64;-1065,31;-29,44;439,02;65535;0;16960;;;;;;;;;
2121,86;-942,47;-14,84;439,75;65535;0;16742;;;;;;;;;
2118,83;-818,61;-3,54;439,99;65535;0;16414;;;;;;;;;
2118,35;-695,19;-1,22;440;65535;0;16414;;;;;;;;;
2117,75;-583,87;-4,94;439,97;65535;0;16528;;;;;;;;;
2117,49;-460,94;5,62;439,96;65535;0;16194;;;;;;;;;
2119,59;-339,48;8,44;439,92;65278;0;16156;;;;;;;;;
2122;-215,11;7,68;439,93;65021;0;16284;;;;;;;;;
2121,77;-101,37;-4,19;439,98;64764;0;16496;;;;;;;;;
2120,47;22,52;-4,72;439,97;64764;0;16496;;;;;;;;;
2119,15;145,93;-4,73;439,97;64764;0;16496;;;;;;;;;
2117,81;270,32;-4,73;439,97;64764;0;16496;;;;;;;;;
2113,45;381,42;-71,73;434,11;64250;270;20318;;;;;;;;;
2045,16;478,84;-391,55;200,72;64250;259;31620;;;;;;;;;
1941,4;439,3;-239,26;-369,26;64250;259;46150;;;;;;;;;
1910,14;320,24;-51,93;-436,93;64250;75;48462;;;;;;;;;
1905,43;207,64;9,02;-439,91;65021;65;49808;;;;;;;;;
1911,08;81,44;21,7;-439,46;65535;0;49674;;;;;;;;;
1916,04;-39,45;7,62;-439,93;65535;65506;49158;;;;;;;;;
1915,8;-161,9;2,55;-439,99;65535;0;49390;;;;;;;;;
1918,95;-274,62;13,21;-439,8;65535;0;49384;;;;;;;;;
1921,97;-401,87;9,37;-439,9;65535;0;49308;;;;;;;;;
1922,83;-515,12;-2,84;-439,99;65535;0;48994;;;;;;;;;
1921,02;-649,18;-6,68;-439,95;65535;0;48994;;;;;;;;;
1919,17;-770,16;-6,75;-439,95;65535;0;48994;;;;;;;;;
1917,44;-882,92;-6,75;-439,95;65535;0;48994;;;;;;;;;
1915,52;-1008,26;-6,75;-439,95;65535;0;48994;;;;;;;;;
1913,62;-1131,67;-6,75;-439,95;65535;0;48994;;;;;;;;;
1911,73;-1255,08;-6,75;-439,95;65535;0;48994;;;;;;;;;
1909,66;-1376,06;-8,16;-439,92;65535;0;48956;;;;;;;;;
1907,55;-1488,81;-8,26;-439,92;65535;0;48956;;;;;;;;;
1905,26;-1610,76;-8,27;-439,92;65535;0;48956;;;;;;;;;
1904,73;-1734,63;19;-439,59;65535;52;49912;;;;;;;;;
1912,15;-1847,16;31,6;-438,87;65535;0;49912;;;;;;;;;
1920,36;-1970,3;18,22;-439,62;65021;65488;49282;;;;;;;;;
1921,23;-2093,22;-1,31;-440;64764;0;49110;;;;;;;;;
1923,39;-2214,17;24,89;-439,3;64764;0;49876;;;;;;;;;
1934,11;-2337,04;81,13;-432,45;64764;208;52900;;;;;;;;;
2011,92;-2427,12;376,55;-242,57;64764;39;9616;;;;;;;;;
2117,75;-2428,38;296,46;325,12;65021;259;12488;;;;;;;;;
2134,21;-2321,7;-43,45;437,85;65278;97;17994;;;;;;;;;
2117,43;-2198,95;-50,06;437,14;65278;65460;16940;;;;;;;;;
2115,44;-2075,63;9,61;439,9;65278;0;16100;;;;;;;;;
2118,65;-1952,25;11,9;439,84;65278;0;16100;;;;;;;;;
2119,98;-1839,01;-3,91;439,98;65278;0;16564;;;;;;;;;
2118,07;-1715,6;-7,51;439,94;65278;0;16564;;;;;;;;;
2115,92;-1590,75;-7,58;439,94;65278;0;16564;;;;;;;;;
2113,28;-1468,33;-13,1;439,81;65278;0;16726;;;;;;;;;
2109,59;-1346,42;-10,04;439,88;65278;0;16454;;;;;;;;;
2109,22;-1234,62;3,92;439,98;65278;0;16262;;;;;;;;;
2110,61;-1110,72;5,2;439,97;65278;0;16262;;;;;;;;;
2112,08;-987,31;5,23;439,97;65278;0;16262;;;;;;;;;
2113,55;-863,9;5,22;439,97;65278;0;16262;;;;;;;;;
2114,87;-752,59;5,23;439,97;65278;0;16262;;;;;;;;;
2116,33;-629,66;5,23;439,97;65278;0;16262;;;;;;;;;
2117,78;-507,21;5,23;439,97;65278;0;16262;;;;;;;;;
2119,26;-383,32;5,23;439,97;65278;0;16262;;;;;;;;;
2120,73;-258,94;5,23;439,97;65278;0;16262;;;;;;;;;
2119,95;-143,76;-9,15;439,91;65535;0;16630;;;;;;;;;
2117,19;-22,79;-10,27;439,88;65535;0;16630;;;;;;;;;
2114,33;99,63;-10,3;439,88;65535;0;16630;;;;;;;;;
2107,19;223,3;-35,15;438,59;65278;0;17258;;;;;;;;;
2095,9;333,54;-63,7;435,37;65278;77;18556;;;;;;;;;
2029,68;429,97;-422,6;122,5;65278;259;35694;;;;;;;;;
1936,23;362,85;-175,17;-403,63;65278;281;47214;;;;;;;;;
1923,81;241,51;15,67;-439,72;0;33;49720;;;;;;;;;
1929,88;120,66;23,72;-439,36;0;0;49720;;;;;;;;;
1930,76;-2,24;-9,08;-439,91;65278;0;48868;;;;;;;;;
1927,41;-124,16;-13,43;-439,79;65278;0;48830;;;;;;;;;
1923,75;-244,62;-12,57;-439,82;65278;0;48868;;;;;;;;;
1920,64;-357,35;-11,98;-439,84;65278;0;48868;;;;;;;;;
1917,47;-479,28;-10,65;-439,87;65278;0;48906;;;;;;;;;
1915,13;-602,19;-4,21;-439,98;65535;0;49110;;;;;;;;;
1914,45;-727,54;-1,92;-440;65535;0;49110;;;;;;;;;
1913,93;-849,51;-1,87;-440;65535;0;49110;;;;;;;;;
1913,41;-972,93;-1,86;-440;65535;0;49110;;;;;;;;;
1912,93;-1085,7;-1,86;-440;65535;0;49110;;;;;;;;;
1912,41;-1208,63;-1,86;-440;65535;0;49110;;;;;;;;;
1911,89;-1332,05;-1,86;-440;65535;0;49110;;;;;;;;;
1911,23;-1453,53;-3,18;-439,99;65535;0;49072;;;;;;;;;
1910,23;-1577,43;-4,45;-439,98;65535;0;49034;;;;;;;;;
1908,85;-1700,85;-5,03;-439,97;65535;0;49034;;;;;;;;;
1907,56;-1813,61;-5,04;-439,97;65535;0;49034;;;;;;;;;
1906,01;-1936,54;-8,42;-439,92;65278;0;48912;;;;;;;;;
1903,31;-2058,47;-10,09;-439,88;65278;0;48912;;;;;;;;;
1900,46;-2182,34;-10,12;-439,88;65278;0;48912;;;;;;;;;
1905,61;-2295,54;102,85;-427,81;65021;259;53944;;;;;;;;;
1989,45;-2375,17;427,83;-102,77;65021;259;1090;;;;;;;;;
2093,91;-2322,49;236,97;370,73;64507;292;13500;;;;;;;;;
2119,6;-2202,51;12,2;439,83;65021;111;16778;;;;;;;;;
2115,25;-2080,15;-14,72;439,76;0;65492;16492;;;;;;;;;
2113,4;-1957,24;-3,52;439,99;65535;0;16416;;;;;;;;;
2113,09;-1846,4;0,04;440;65535;0;16378;;;;;;;;;
2112,29;-1720,57;-8,23;439,92;0;0;16622;;;;;;;;;
2109,81;-1606,37;-9,9;439,89;0;0;16622;;;;;;;;;
2106,05;-1483,5;-18,95;439,59;65535;0;16870;;;;;;;;;
2101,05;-1361,63;-11,21;439,86;65278;65500;16442;;;;;;;;;
